#COD_MUNICIPIO_CADMU,NOME_MUNICIPIO,COD_MUNICIPIO_IBGE,COD_UF,NOME_UF,COD_UF_IBGE
58155,GAMELEIRA DE GOIÁS,5208152,GO,GOIÁS,52
45137,SÃO JOSÉ DO HERVAL,4318465,RS,RIO GRANDE DO SUL,43
7333,SALTO GRANDE,3545407,SP,SÃO PAULO,35
19338,SANTIAGO,4317400,RS,RIO GRANDE DO SUL,43
39071,OLINDINA,2923100,BA,BAHIA,29
43407,ERERÊ,2304277,CE,CEARÁ,23
2967,RIBEIRÃO CORRENTE,3543105,SP,SÃO PAULO,35
50737,NOVO HORIZONTE DO SUL,5006259,MS,MATO GROSSO DO SUL,50
2541,TERRA BOA,4127205,PR,PARANÁ,41
35903,ESTÂNCIA VELHA,4307609,RS,RIO GRANDE DO SUL,43
48897,SUZANÁPOLIS,3552551,SP,SÃO PAULO,35
28453,CANOINHAS,4203808,SC,SANTA CATARINA,42
4422,ITUTINGA,3134509,MG,MINAS GERAIS,31
37774,VALENTE,2933000,BA,BAHIA,29
11185,PALMAS,4117602,PR,PARANÁ,41
55316,OLHO D'ÁGUA DO PIAUÍ,2207108,PI,PIAUÍ,22
42192,JUARA,5105101,MT,MATO GROSSO,51
19297,SÃO CAETANO DE ODIVELAS,1507102,PA,PARÁ,15
53521,PONTO CHIQUE,3152131,MG,MINAS GERAIS,31
35714,TRÊS COROAS,4321709,RS,RIO GRANDE DO SUL,43
27131,AURORA,4201901,SC,SANTA CATARINA,42
23685,BALIZA,5203104,GO,GOIÁS,52
40596,MURIBECA,2804300,SE,SERGIPE,28
37327,SÃO JOÃO DO ARAGUAIA,1507508,PA,PARÁ,15
53040,GOIOXIM,4108650,PR,PARANÁ,41
57895,ROLADOR,4315958,RS,RIO GRANDE DO SUL,43
53758,SETUBINHA,3165552,MG,MINAS GERAIS,31
23898,PACATUBA,2804904,SE,SERGIPE,28
23180,MAGDA,3528304,SP,SÃO PAULO,35
27344,EWBANK DA CÂMARA,3125002,MG,MINAS GERAIS,31
39026,VISCONDE DO RIO BRANCO,3172004,MG,MINAS GERAIS,31
54685,NOVA UBIRATÃ,5106240,MT,MATO GROSSO,51
53851,PIEDADE DE CARATINGA,3150158,MG,MINAS GERAIS,31
20561,SERRA DOS AIMORÉS,3166709,MG,MINAS GERAIS,31
5940,PIEDADE DE PONTE NOVA,3150208,MG,MINAS GERAIS,31
26613,BREJINHO DE NAZARÉ,1703701,TO,TOCANTINS,17
32339,CAMPINA GRANDE DO SUL,4104006,PR,PARANÁ,41
57273,PRESIDENTE SARNEY,2109270,MA,MARANHÃO,21
4161,IRAPURU,3521606,SP,SÃO PAULO,35
2015,SANTANA DOS MONTES,3159100,MG,MINAS GERAIS,31
53772,URUANA DE MINAS,3170479,MG,MINAS GERAIS,31
5658,MERIDIANO,3529609,SP,SÃO PAULO,35
47702,VIRMOND,4128658,PR,PARANÁ,41
26156,DOM PEDRO,2103802,MA,MARANHÃO,21
21618,DOUTOR SEVERIANO,2403202,RN,RIO GRANDE DO NORTE,24
38979,MIRASELVA,4116000,PR,PARANÁ,41
8538,GLÓRIA DE DOURADOS,5004007,MS,MATO GROSSO DO SUL,50
10980,BARRA BONITA,3505302,SP,SÃO PAULO,35
49638,MORRO GRANDE,4211256,SC,SANTA CATARINA,42
1195,MARABÁ PAULISTA,3528700,SP,SÃO PAULO,35
3825,SOLEDADE,4320800,RS,RIO GRANDE DO SUL,43
57383,SÃO JOÃO DO PARAÍSO,2111052,MA,MARANHÃO,21
45175,SEGREDO,4320263,RS,RIO GRANDE DO SUL,43
25865,BOQUEIRÃO,2502508,PB,PARAÍBA,25
38340,VENÂNCIO AIRES,4322608,RS,RIO GRANDE DO SUL,43
55354,PORTO ALEGRE DO PIAUÍ,2208551,PI,PIAUÍ,22
45498,UNIÃO DO OESTE,4218855,SC,SANTA CATARINA,42
53875,SÃO ROQUE DO CANAÃ,3204955,ES,ESPÍRITO SANTO,32
9702,QUEBRANGULO,2707602,AL,ALAGOAS,27
57802,FORQUETINHA,4308433,RS,RIO GRANDE DO SUL,43
24615,ABADIÂNIA,5200100,GO,GOIÁS,52
31251,PRESIDENTE OLEGÁRIO,3153400,MG,MINAS GERAIS,31
52890,RIO BRANCO DO IVAÍ,4122172,PR,PARANÁ,41
29933,BIRIGUI,3506508,SP,SÃO PAULO,35
23795,SÃO LOURENÇO DO SUL,4318804,RS,RIO GRANDE DO SUL,43
30623,BOA ESPERANÇA,3107109,MG,MINAS GERAIS,31
7481,BALSAS,2101400,MA,MARANHÃO,21
30661,TORRES,4321501,RS,RIO GRANDE DO SUL,43
23616,PARAGOMINAS,1505502,PA,PARÁ,15
57819,ITATI,4310652,RS,RIO GRANDE DO SUL,43
41447,CAPÃO DO LEÃO,4304663,RS,RIO GRANDE DO SUL,43
55206,JUREMA,2205532,PI,PIAUÍ,22
27777,SAPÉ,2515302,PB,PARAÍBA,25
43940,PALESTINA DE GOIÁS,5215652,GO,GOIÁS,52
4288,TRACUNHAÉM,2615508,PE,PERNAMBUCO,26
43249,IBARAMA,4309753,RS,RIO GRANDE DO SUL,43
54953,TALISMÃ,1720978,TO,TOCANTINS,17
43438,GUAIÚBA,2304954,CE,CEARÁ,23
50689,NOVO PROGRESSO,1505031,PA,PARÁ,15
47018,VALE DO PARAÍSO,1101807,RO,RONDÔNIA,11
48165,ZABELÊ,2517407,PB,PARAÍBA,25
11972,CHAVANTES,3557204,SP,SÃO PAULO,35
16953,ANGRA DOS REIS,3300100,RJ,RIO DE JANEIRO,33
6956,JARDIM DE ANGICOS,2405504,RN,RIO GRANDE DO NORTE,24
27708,SANTO ANTÔNIO DOS LOPES,2110302,MA,MARANHÃO,21
39961,APARECIDA DE GOIÂNIA,5201405,GO,GOIÁS,52
36500,CAMACAN,2905602,BA,BAHIA,29
4051,NOVA OLÍMPIA,4117206,PR,PARANÁ,41
26479,EQUADOR,2403400,RN,RIO GRANDE DO NORTE,24
40857,SELVÍRIA,5007802,MS,MATO GROSSO DO SUL,50
51183,PAU D'ARCO,1505551,PA,PARÁ,15
40871,TACURU,5007950,MS,MATO GROSSO DO SUL,50
47355,BURITI DOS MONTES,2202026,PI,PIAUÍ,22
21010,PITANGUI,3151404,MG,MINAS GERAIS,31
9159,CORONEL MACEDO,3512605,SP,SÃO PAULO,35
47135,PAVUSSU,2207850,PI,PIAUÍ,22
3124,RIBEIRÃO DAS NEVES,3154606,MG,MINAS GERAIS,31
35439,POTENGI,2311207,CE,CEARÁ,23
30843,JOÃO ALFREDO,2608107,PE,PERNAMBUCO,26
32834,BATAGUASSU,5001904,MS,MATO GROSSO DO SUL,50
54977,TOCOS DO MOJI,3169059,MG,MINAS GERAIS,31
4673,LUPÉRCIO,3527801,SP,SÃO PAULO,35
12926,BOM JESUS DA PENHA,3107604,MG,MINAS GERAIS,31
24550,PARANAIGUARA,5216304,GO,GOIÁS,52
1793,BARRA DO BUGRES,5101704,MT,MATO GROSSO,51
43373,ACARAPE,2300150,CE,CEARÁ,23
29335,TERRA ROXA,3554409,SP,SÃO PAULO,35
50641,RIQUEZA,4215075,SC,SANTA CATARINA,42
54465,CHAPADÃO DO LAGEADO,4204194,SC,SANTA CATARINA,42
53215,INDAIABIRA,3130655,MG,MINAS GERAIS,31
31615,TURVÂNIA,5221502,GO,GOIÁS,52
48550,SÃO JOSÉ DO BREJO DO CRUZ,2514651,PB,PARAÍBA,25
40170,CRUZÍLIA,3120805,MG,MINAS GERAIS,31
33682,ABARÉ,2900207,BA,BAHIA,29
36067,GUARÁ,3517703,SP,SÃO PAULO,35
23874,CARATINGA,3113404,MG,MINAS GERAIS,31
41784,RONDON DO PARÁ,1506187,PA,PARÁ,15
49573,FORMOSA DO SUL,4205431,SC,SANTA CATARINA,42
20949,PINDOBAÇU,2924603,BA,BAHIA,29
10492,CALDAS,3110301,MG,MINAS GERAIS,31
25748,SÃO JOÃO DO RIO DO PEIXE,2500700,PB,PARAÍBA,25
45900,ESPÍRITO SANTO DO TURVO,3515194,SP,SÃO PAULO,35
48419,SANTA MÔNICA,4123956,PR,PARANÁ,41
9599,ITACOATIARA,1301902,AM,AMAZONAS,13
6059,PLANALTO,3539608,SP,SÃO PAULO,35
35941,ITAÚ,2404903,RN,RIO GRANDE DO NORTE,24
9647,QUIPAPÁ,2611507,PE,PERNAMBUCO,26
39600,DOURADOQUARA,3123502,MG,MINAS GERAIS,31
3832,RODELAS,2927101,BA,BAHIA,29
17354,LORETO,2106102,MA,MARANHÃO,21
55718,ITAARA,4310538,RS,RIO GRANDE DO SUL,43
12342,ALTO PARAÍSO DE GOIÁS,5200605,GO,GOIÁS,52
28893,MARAIAL,2609204,PE,PERNAMBUCO,26
15387,MARTINÓPOLE,2307908,CE,CEARÁ,23
13949,AURORA DO TOCANTINS,1702703,TO,TOCANTINS,17
10454,SANTA ERNESTINA,3546504,SP,SÃO PAULO,35
5287,SÃO LUIZ GONZAGA,4318903,RS,RIO GRANDE DO SUL,43
46473,ITATIM,2916856,BA,BAHIA,29
45845,BOREBI,3507456,SP,SÃO PAULO,35
12249,SILVEIRÂNIA,3167301,MG,MINAS GERAIS,31
24017,CABROBÓ,2603009,PE,PERNAMBUCO,26
2417,IBICUÍ,2912301,BA,BAHIA,29
12713,BOTUVERÁ,4202701,SC,SANTA CATARINA,42
13743,ITATIRA,2306603,CE,CEARÁ,23
16678,VIRGINÓPOLIS,3171808,MG,MINAS GERAIS,31
58179,IPIRANGA DE GOIÁS,5210158,GO,GOIÁS,52
14216,IACRI,3519204,SP,SÃO PAULO,35
51695,RIO DOS ÍNDIOS,4315552,RS,RIO GRANDE DO SUL,43
32432,GARARU,2802403,SE,SERGIPE,28
19857,CAMBARÁ DO SUL,4303608,RS,RIO GRANDE DO SUL,43
13561,ORTIGUEIRA,4117305,PR,PARANÁ,41
50658,RIO DAS OSTRAS,3304524,RJ,RIO DE JANEIRO,33
55581,CAPIVARI DO SUL,4304671,RS,RIO GRANDE DO SUL,43
13468,URUPÊS,3556008,SP,SÃO PAULO,35
35927,ITUVERAVA,3524105,SP,SÃO PAULO,35
30070,PLANURA,3151602,MG,MINAS GERAIS,31
15136,LAGOA NOVA,2406502,RN,RIO GRANDE DO NORTE,24
54324,SENADOR LA ROCQUE,2111763,MA,MARANHÃO,21
35099,ROSEIRA,3544301,SP,SÃO PAULO,35
55433,SEBASTIÃO BARROS,2210623,PI,PIAUÍ,22
38216,PEDERNEIRAS,3536703,SP,SÃO PAULO,35
38766,NILO PEÇANHA,2922607,BA,BAHIA,29
15538,CAFELÂNDIA,3508801,SP,SÃO PAULO,35
15617,LAGOA DO OURO,2608602,PE,PERNAMBUCO,26
12445,AMORINÓPOLIS,5200902,GO,GOIÁS,52
2462,SENADOR POMPEU,2312700,CE,CEARÁ,23
28044,TACIMA,2516409,PB,PARAÍBA,25
6231,BORDA DA MATA,3108305,MG,MINAS GERAIS,31
19785,VALENTIM GENTIL,3556107,SP,SÃO PAULO,35
21584,CORUMBAÍBA,5205901,GO,GOIÁS,52
13688,ITAMARI,2915700,BA,BAHIA,29
28147,SÃO JOSÉ DOS CAMPOS,3549904,SP,SÃO PAULO,35
26905,ESMERALDAS,3124104,MG,MINAS GERAIS,31
40527,LUZ,3138807,MG,MINAS GERAIS,31
27186,SURUBIM,2614501,PE,PERNAMBUCO,26
14474,MARILAC,3140100,MG,MINAS GERAIS,31
18298,GUARUJÁ,3518701,SP,SÃO PAULO,35
24990,IGUAPE,3520301,SP,SÃO PAULO,35
24031,SÃO SIMÃO,3550902,SP,SÃO PAULO,35
8875,SOLEDADE,2516102,PB,PARAÍBA,25
40534,LUIZIÂNIA,3527702,SP,SÃO PAULO,35
53363,NAQUE,3144359,MG,MINAS GERAIS,31
36775,JAPARAÍBA,3135308,MG,MINAS GERAIS,31
3942,POCRANE,3151909,MG,MINAS GERAIS,31
12115,RIO LARGO,2707701,AL,ALAGOAS,27
31770,MUCURICI,3203601,ES,ESPÍRITO SANTO,32
5988,TIMBURI,3554607,SP,SÃO PAULO,35
8930,FORTALEZA DOS NOGUEIRAS,2104107,MA,MARANHÃO,21
8734,BOQUIRA,2904100,BA,BAHIA,29
55268,MORRO CABEÇA NO TEMPO,2206654,PI,PIAUÍ,22
57792,CRUZALTENSE,4306130,RS,RIO GRANDE DO SUL,43
35707,ARNEIROZ,2301505,CE,CEARÁ,23
24828,BELO HORIZONTE,3106200,MG,MINAS GERAIS,31
36201,CURRAIS NOVOS,2403103,RN,RIO GRANDE DO NORTE,24
35518,IRACEMÁPOLIS,3521408,SP,SÃO PAULO,35
10203,SANTA ROSA DE LIMA,4215604,SC,SANTA CATARINA,42
16960,UNIÃO DA VITÓRIA,4128203,PR,PARANÁ,41
55811,SETE DE SETEMBRO,4320578,RS,RIO GRANDE DO SUL,43
52278,BOM PROGRESSO,4302378,RS,RIO GRANDE DO SUL,43
30094,FLORA RICA,3515806,SP,SÃO PAULO,35
18009,IRETAMA,4110805,PR,PARANÁ,41
2730,IGACI,2703106,AL,ALAGOAS,27
22820,PUXINANÃ,2512408,PB,PARAÍBA,25
5689,SÃO VICENTE DO SERIDÓ,2515401,PB,PARAÍBA,25
14742,PARIQUERA-AÇU,3536208,SP,SÃO PAULO,35
15473,BARRA DO TURVO,3505401,SP,SÃO PAULO,35
18250,ITAPETIM,2607703,PE,PERNAMBUCO,26
37224,SÃO JERÔNIMO,4318408,RS,RIO GRANDE DO SUL,43
28343,CAJAPIÓ,2102408,MA,MARANHÃO,21
6808,CANDEAL,2906402,BA,BAHIA,29
5122,SÃO MIGUEL DO OESTE,4217204,SC,SANTA CATARINA,42
46387,BOM JESUS DA SERRA,2903953,BA,BAHIA,29
48615,ALTO PARAÍSO,4128625,PR,PARANÁ,41
10571,XAVANTINA,4219606,SC,SANTA CATARINA,42
6217,FORMOSO,5208103,GO,GOIÁS,52
26864,ARTUR NOGUEIRA,3503802,SP,SÃO PAULO,35
18456,GUARATUBA,4109609,PR,PARANÁ,41
9922,SÃO BENTO DO NORTE,2411601,RN,RIO GRANDE DO NORTE,24
20774,RIO DAS FLORES,3304508,RJ,RIO DE JANEIRO,33
54609,TIGRINHOS,4217956,SC,SANTA CATARINA,42
44705,CAREIRO DA VÁRZEA,1301159,AM,AMAZONAS,13
31581,JURAMENTO,3136801,MG,MINAS GERAIS,31
25401,RIO VERMELHO,3156007,MG,MINAS GERAIS,31
22442,URBANO SANTOS,2112605,MA,MARANHÃO,21
13626,ATALANTA,4201802,SC,SANTA CATARINA,42
6183,BOM JESUS,2502201,PB,PARAÍBA,25
10313,CAVALCANTE,5205307,GO,GOIÁS,52
20901,SIDERÓPOLIS,4217600,SC,SANTA CATARINA,42
26352,SOBRÁLIA,3167707,MG,MINAS GERAIS,31
39916,NOVA AURORA,5214804,GO,GOIÁS,52
50919,BUJARI,1200138,AC,ACRE,12
12263,SILVIANÓPOLIS,3167400,MG,MINAS GERAIS,31
4381,ESTRELA D'OESTE,3515202,SP,SÃO PAULO,35
9513,ITAMBÉ DO MATO DENTRO,3132800,MG,MINAS GERAIS,31
52326,SENTINELA DO SUL,4320354,RS,RIO GRANDE DO SUL,43
14199,SÃO FERNANDO,2411809,RN,RIO GRANDE DO NORTE,24
17024,ANDARAÍ,2901304,BA,BAHIA,29
33620,IBOTIRAMA,2913200,BA,BAHIA,29
52917,BELA VISTA DA CAROBA,4102752,PR,PARANÁ,41
36294,MUNIZ FERREIRA,2922201,BA,BAHIA,29
40950,SILVANÓPOLIS,1720655,TO,TOCANTINS,17
48945,NOVAIS,3533254,SP,SÃO PAULO,35
28604,SANTANA DO JACARÉ,3158805,MG,MINAS GERAIS,31
3423,UNIÃO DOS PALMARES,2709301,AL,ALAGOAS,27
14302,SANTA ISABEL DO IVAÍ,4123709,PR,PARANÁ,41
26448,IPORANGA,3521200,SP,SÃO PAULO,35
47283,PAJEÚ DO PIAUÍ,2207355,PI,PIAUÍ,22
19280,SANTA BÁRBARA D'OESTE,3545803,SP,SÃO PAULO,35
41210,COLORADO DO OESTE,1100064,RO,RONDÔNIA,11
26929,ITU,3523909,SP,SÃO PAULO,35
13279,FRANCISCO AYRES,2204105,PI,PIAUÍ,22
9654,JUQUIÁ,3526100,SP,SÃO PAULO,35
47269,CANAVIEIRA,2202251,PI,PIAUÍ,22
17392,COCAL,2202703,PI,PIAUÍ,22
30654,CODÓ,2103307,MA,MARANHÃO,21
33929,JERÔNIMO MONTEIRO,3203106,ES,ESPÍRITO SANTO,32
23733,CASTELO DO PIAUÍ,2202604,PI,PIAUÍ,22
27519,SANTA HELENA,4123501,PR,PARANÁ,41
13327,CRISTAIS,3120201,MG,MINAS GERAIS,31
13671,ITABUNA,2914802,BA,BAHIA,29
11776,FERNANDO DE NORONHA,2605459,PE,PERNAMBUCO,26
16331,RIBEIRÃO DO PINHAL,4121901,PR,PARANÁ,41
15198,PADRE MARCOS,2207207,PI,PIAUÍ,22
24811,BERTOLÍNIA,2201705,PI,PIAUÍ,22
55763,MUITOS CAPÕES,4312617,RS,RIO GRANDE DO SUL,43
40046,ARARANGUÁ,4201406,SC,SANTA CATARINA,42
13750,ITAÍBA,2607505,PE,PERNAMBUCO,26
52876,QUARTO CENTENÁRIO,4120655,PR,PARANÁ,41
25810,MONTEIRO,2509701,PB,PARAÍBA,25
9946,TABULEIRO DO NORTE,2313104,CE,CEARÁ,23
38481,AGROLÂNDIA,4200200,SC,SANTA CATARINA,42
51279,TERRA ALTA,1507961,PA,PARÁ,15
19527,CARNAÍBA,2603900,PE,PERNAMBUCO,26
3313,UMARIZAL,2414506,RN,RIO GRANDE DO NORTE,24
49858,CALDEIRÃO GRANDE DO PIAUÍ,2202091,PI,PIAUÍ,22
40644,TUPÃ,3555000,SP,SÃO PAULO,35
1607,SANANDUVA,4316600,RS,RIO GRANDE DO SUL,43
16551,MIRASSOL D'OESTE,5105622,MT,MATO GROSSO,51
32865,SÃO VICENTE DO SUL,4319802,RS,RIO GRANDE DO SUL,43
28037,SÃO JOSÉ DA COROA GRANDE,2613404,PE,PERNAMBUCO,26
7292,CANDEIAS,3112000,MG,MINAS GERAIS,31
48622,CURRAL DE CIMA,2505279,PB,PARAÍBA,25
7742,SÃO LOURENÇO,3163706,MG,MINAS GERAIS,31
2840,FIRMINO ALVES,2910909,BA,BAHIA,29
15552,SÃO PEDRO DA UNIÃO,3163904,MG,MINAS GERAIS,31
46734,JAÚ DO TOCANTINS,1711506,TO,TOCANTINS,17
30898,LONTRAS,4209904,SC,SANTA CATARINA,42
12988,NOBRES,5105903,MT,MATO GROSSO,51
48787,GUAPIMIRIM,3301850,RJ,RIO DE JANEIRO,33
25171,NINA RODRIGUES,2107209,MA,MARANHÃO,21
6987,CACIMBA DE DENTRO,2503506,PB,PARAÍBA,25
57039,SERRANO DO MARANHÃO,2111789,MA,MARANHÃO,21
48392,SANTA CECÍLIA,2513158,PB,PARAÍBA,25
21058,SIMONÉSIA,3167608,MG,MINAS GERAIS,31
39260,ANÁPOLIS,5201108,GO,GOIÁS,52
33417,BASTOS,3505807,SP,SÃO PAULO,35
29397,SERRANIA,3166907,MG,MINAS GERAIS,31
32205,LAJINHA,3137700,MG,MINAS GERAIS,31
4934,IVATUBA,4111605,PR,PARANÁ,41
8253,ÁGUA BOA,3100609,MG,MINAS GERAIS,31
4068,DOURADO,3514304,SP,SÃO PAULO,35
15325,JAGUARIAÍVA,4112009,PR,PARANÁ,41
20279,PETROLÂNDIA,2611002,PE,PERNAMBUCO,26
53411,NOVO ORIENTE DE MINAS,3145356,MG,MINAS GERAIS,31
14481,CAMALAÚ,2503902,PB,PARAÍBA,25
39806,ROSÁRIO DO CATETE,2806107,SE,SERGIPE,28
33606,IBIRACI,3129707,MG,MINAS GERAIS,31
39349,PORTALEGRE,2410207,RN,RIO GRANDE DO NORTE,24
13530,ARACAJU,2800308,SE,SERGIPE,28
55127,CURRAIS,2203230,PI,PIAUÍ,22
5249,PALMAS DE MONTE ALTO,2923407,BA,BAHIA,29
5555,FAXINAL DO SOTURNO,4308003,RS,RIO GRANDE DO SUL,43
46617,CENTENÁRIO,1704105,TO,TOCANTINS,17
41612,BONFIM,1400159,RR,RORAIMA,14
3454,INHUMAS,5210000,GO,GOIÁS,52
27791,BARRA MANSA,3300407,RJ,RIO DE JANEIRO,33
6509,ORIZONA,5215306,GO,GOIÁS,52
10021,BARRA VELHA,4202107,SC,SANTA CATARINA,42
25786,ANDRELÂNDIA,3102803,MG,MINAS GERAIS,31
14340,SALGADO FILHO,4122800,PR,PARANÁ,41
13901,SUMÉ,2516300,PB,PARAÍBA,25
32535,SÃO JOÃO,2613206,PE,PERNAMBUCO,26
54867,CHAPADA DE AREIA,1704600,TO,TOCANTINS,17
28518,NANUQUE,3144300,MG,MINAS GERAIS,31
57431,BRASILIA (SAO SEBASTIAO)              ,,DF,DISTRITO FEDERAL,53
36988,LANDRI SALES,2205607,PI,PIAUÍ,22
43294,LINDÓIA DO SUL,4209854,SC,SANTA CATARINA,42
34382,AIURUOCA,3101201,MG,MINAS GERAIS,31
12160,RIBEIRA DO AMPARO,2926509,BA,BAHIA,29
50438,SANTA RITA DE MINAS,3159357,MG,MINAS GERAIS,31
41753,ARAGUAPAZ,5202155,GO,GOIÁS,52
39576,PORTO FRANCO,2109007,MA,MARANHÃO,21
33022,SÃO VICENTE,3551009,SP,SÃO PAULO,35
19503,PASSA VINTE,3147808,MG,MINAS GERAIS,31
37389,PAINEIRAS,3146404,MG,MINAS GERAIS,31
37279,CACHOEIRA DA PRATA,3109600,MG,MINAS GERAIS,31
45326,FAXINALZINHO,4308052,RS,RIO GRANDE DO SUL,43
58382,PESCARIA BRAVA,4212650,SC,SANTA CATARINA,42
30135,EMAS,2505907,PB,PARAÍBA,25
58100,CONQUISTA D'OESTE,5103361,MT,MATO GROSSO,51
43081,ITALVA,3302056,RJ,RIO DE JANEIRO,33
10605,SANTO ANTÔNIO DA PATRULHA,4317608,RS,RIO GRANDE DO SUL,43
51372,AURORA DO PARÁ,1500958,PA,PARÁ,15
30049,ALVORADA DO SUL,4100806,PR,PARANÁ,41
35264,POUSO ALTO,3152600,MG,MINAS GERAIS,31
23960,TAGUAÍ,3553005,SP,SÃO PAULO,35
44657,ÁGUA DOCE DO NORTE,3200169,ES,ESPÍRITO SANTO,32
14388,MALACACHETA,3139201,MG,MINAS GERAIS,31
54537,IOMERÊ,4207577,SC,SANTA CATARINA,42
5294,SANTO AUGUSTO,4317806,RS,RIO GRANDE DO SUL,43
9410,ARROIO DOS RATOS,4301107,RS,RIO GRANDE DO SUL,43
14498,DAMOLÂNDIA,5206800,GO,GOIÁS,52
5445,CACEQUI,4302907,RS,RIO GRANDE DO SUL,43
42659,TEIXEIRA DE FREITAS,2931350,BA,BAHIA,29
40194,ARAPOEMA,1702307,TO,TOCANTINS,17
7010,DÁRIO MEIRA,2910008,BA,BAHIA,29
28367,LAGOA DE VELHOS,2406403,RN,RIO GRANDE DO NORTE,24
13107,CORUMBATAÍ,3512704,SP,SÃO PAULO,35
54331,BOCAINA DO SUL,4202438,SC,SANTA CATARINA,42
35525,OROCÓ,2609808,PE,PERNAMBUCO,26
21962,GOIATUBA,5209101,GO,GOIÁS,52
56834,CENTRO DO GUILHERME,2103158,MA,MARANHÃO,21
31756,TURMALINA,3555307,SP,SÃO PAULO,35
17615,BOITUVA,3507001,SP,SÃO PAULO,35
49690,PLANALTO ALEGRE,4213153,SC,SANTA CATARINA,42
31811,OURO VERDE DE GOIÁS,5215405,GO,GOIÁS,52
25078,MINADOR DO NEGRÃO,2705309,AL,ALAGOAS,27
20860,RIO GRANDE,4315602,RS,RIO GRANDE DO SUL,43
3708,TOMAZINA,4127809,PR,PARANÁ,41
36689,SÃO DOMINGOS DO MARANHÃO,2110708,MA,MARANHÃO,21
27117,DUERÉ,1707306,TO,TOCANTINS,17
36476,MARIANO MORO,4312005,RS,RIO GRANDE DO SUL,43
31646,GUAXUPÉ,3128709,MG,MINAS GERAIS,31
36562,TAMBORIL,2313203,CE,CEARÁ,23
56432,TENENTE LAURENTINO CRUZ,2414159,RN,RIO GRANDE DO NORTE,24
12081,PIQUETE,3538501,SP,SÃO PAULO,35
16740,OLIVENÇA,2706000,AL,ALAGOAS,27
32047,MARIÁPOLIS,3528908,SP,SÃO PAULO,35
32092,SÃO BENTO,2110500,MA,MARANHÃO,21
57390,RAPOSA,2109452,MA,MARANHÃO,21
44372,LUCAS DO RIO VERDE,5105259,MT,MATO GROSSO,51
11824,PEDRO AVELINO,2409704,RN,RIO GRANDE DO NORTE,24
26950,ITAPURA,3523008,SP,SÃO PAULO,35
28350,PARÁ DE MINAS,3147105,MG,MINAS GERAIS,31
15318,JAGUARIBARA,2306801,CE,CEARÁ,23
9025,MONSENHOR PAULO,3142601,MG,MINAS GERAIS,31
35006,PONTAL,3540200,SP,SÃO PAULO,35
12878,PORTO FELIZ,3540606,SP,SÃO PAULO,35
12854,BOM JESUS DO NORTE,3201100,ES,ESPÍRITO SANTO,32
51585,CANABRAVA DO NORTE,5102694,MT,MATO GROSSO,51
40723,JUNCO DO SERIDÓ,2507804,PB,PARAÍBA,25
54283,SÃO MARTINHO DA SERRA,4319125,RS,RIO GRANDE DO SUL,43
34155,MIRAGUAÍ,4312302,RS,RIO GRANDE DO SUL,43
48079,POÇO DANTAS,2512036,PB,PARAÍBA,25
18607,MARCELINO RAMOS,4311908,RS,RIO GRANDE DO SUL,43
31529,QUEDAS DO IGUAÇU,4120903,PR,PARANÁ,41
43074,TEOTÔNIO VILELA,2709152,AL,ALAGOAS,27
20743,CHÁCARA,3115904,MG,MINAS GERAIS,31
9403,PRATÁPOLIS,3152907,MG,MINAS GERAIS,31
10650,BATAYPORÃ,5002001,MS,MATO GROSSO DO SUL,50
13918,CUIABÁ,5103403,MT,MATO GROSSO,51
23771,SÃO JOÃO DA BOA VISTA,3549102,SP,SÃO PAULO,35
53569,SANTA BÁRBARA DO MONTE VERDE,3157278,MG,MINAS GERAIS,31
18755,MANGA,3139300,MG,MINAS GERAIS,31
17990,ARAGUARI,3103504,MG,MINAS GERAIS,31
4233,GRACHO CARDOSO,2802601,SE,SERGIPE,28
19259,MATA DE SÃO JOÃO,2921005,BA,BAHIA,29
52137,ABADIA DE GOIÁS,5200050,GO,GOIÁS,52
44004,SANTA ROSA DO TOCANTINS,1718907,TO,TOCANTINS,17
27069,ITAIÓPOLIS,4208104,SC,SANTA CATARINA,42
32731,SÃO JOÃO DO PAU D'ALHO,3549300,SP,SÃO PAULO,35
5139,PASTOS BONS,2108009,MA,MARANHÃO,21
45670,VISTA ALEGRE,4323507,RS,RIO GRANDE DO SUL,43
50672,SÃO JOÃO DO OESTE,4216255,SC,SANTA CATARINA,42
52577,TRAVESSEIRO,4321626,RS,RIO GRANDE DO SUL,43
57699,ACEGUÁ,4300034,RS,RIO GRANDE DO SUL,43
27296,BURITAMA,3508108,SP,SÃO PAULO,35
3272,OLIVEIRA,3145604,MG,MINAS GERAIS,31
20396,PEDRO DE TOLEDO,3537206,SP,SÃO PAULO,35
3492,ROLÂNDIA,4122404,PR,PARANÁ,41
49999,NOVO ITACOLOMI,4117297,PR,PARANÁ,41
31017,PRIMAVERA,2611408,PE,PERNAMBUCO,26
49755,SÃO CRISTÓVÃO DO SUL,4216057,SC,SANTA CATARINA,42
57132,CIDELÂNDIA,2103257,MA,MARANHÃO,21
11628,DELFIM MOREIRA,3121100,MG,MINAS GERAIS,31
29005,IBIARA,2506608,PB,PARAÍBA,25
29067,ADRIANÓPOLIS,4100202,PR,PARANÁ,41
43452,IPAPORANGA,2305654,CE,CEARÁ,23
42350,FORQUILHA,2304350,CE,CEARÁ,23
10368,SANTA MARIA DA BOA VISTA,2612604,PE,PERNAMBUCO,26
